Disciplina;titulo;taxonomia;tema;descricao;keywords
Matemática;9ºano-unidade11-pergunta;pdf_apm_mt_ma9_u11;;Mais  atividades de estudo do gráfico da função quadrática.;estudo do gráfico, função quadrática
Matemática;9ºano-unidade11-resposta;pdf_apm_mt_ma9_resp_u11;;Mais atividades de estudo do gráfico da função quadrática.;estudo do gráfico, função quadrática
Matemática;9ºano-unidade12-pergunta;pdf_apm_mt_ma9_u12;;Mais atividades de áreas de quadriláteros e triângulos.;área de quadrilátero, área de triângulo
Matemática;9ºano-unidade12-resposta;pdf_apm_mt_ma9_resp_u12;;Mais atividades de áreas de quadriláteros e triângulos.;área de quadrilátero, área de triângulo
Matemática;9ºano-unidade13-pergunta;pdf_apm_mt_ma9_u13;;Mais atividades de polígonos regulares.;polígonos regulares
Matemática;9ºano-unidade13-resposta;pdf_apm_mt_ma9_resp_u13;;Mais atividades de polígonos regulares.;polígonos regulares
Matemática;9ºano-unidade14-pergunta;pdf_apm_mt_ma9_u14;;Mais atividades de circunferência e círculo.;circunferência, círculo
Matemática;9ºano-unidade14-resposta;pdf_apm_mt_ma9_resp_u14;;Mais atividades de circunferência e círculo.;circunferência, círculo
Matemática;Quadro de conteúdos e objetivos;pdf_guia_apm_np6_qc.pdf;;Quadro resumo com conteúdos e objetivos de todas as unidades do volume.;resumo, quadro de conteúdo, objetivos
Matemática;Quadro de conteúdos e objetivos;pdf_guia_apm_np7_qc.pdf;;Quadro resumo com conteúdos e objetivos de todas as unidades do volume.;resumo, quadro de conteúdo, objetivos
Matemática;Quadro de conteúdos e objetivos;pdf_guia_apm_np8_qc.pdf;;Quadro resumo com conteúdos e objetivos de todas as unidades do volume.;resumo, quadro de conteúdo, objetivos
Matemática;Quadro de conteúdos e objetivos;pdf_guia_apm_np9_qc.pdf;;Quadro resumo com conteúdos e objetivos de todas as unidades do volume.;resumo, quadro de conteúdo, objetivos
Matemática;Instituições de estudos e pesquisas;pdf_guia_apm_iaperf_i.pdf;;Relação com instituições de estudo e pesquisa e orgãos governamentais que oferecem oportunidades para aprimoramento profissional do professor.;instituições de estudo e pesquisa, orgãos governamentais, aprimoramento do professor
Português;6º ano – Unidade 1;pdf_guia_app_fq6_u01.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a contos maravilhosos;fique, dentro, sugestão, leitura, livros, indicação, conto, maravilhoso
Português;6º ano – Unidade 2;pdf_guia_app_fq6_u02.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  contos populares;fique, dentro, sugestão, leitura, livros, indicação, conto, popular
Português;6º ano – Unidade 3;pdf_guia_app_fq6_u03.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  contos literários;fique, dentro, sugestão, leitura, livros, indicação, conto, literário
Português;6º ano – Unidade 4;pdf_guia_app_fq6_u04.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  diários, memórias e relatos;fique, dentro, sugestão, leitura, livros, indicação, diário, memória, relato
Português;6º ano – Unidade 5;pdf_guia_app_fq6_u05.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a crônicas;fique, dentro, sugestão, leitura, livros, indicação, crônica
Português;6º ano – Unidade 6;pdf_guia_app_fq6_u06.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  diferenças, deficiências e acessibilidade;fique, dentro, sugestão, leitura, livros, indicação, diferença, deficiência, acessibilidade, superação
Português;6º ano – Unidade 7;pdf_guia_app_fq6_u07.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  poemas;fique, dentro, sugestão, leitura, livros, indicação, poema
Português;6º ano – Unidade 8;pdf_guia_app_fq6_u08.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  histórias em quadrinhos;fique, dentro, sugestão, leitura, livros, indicação, história, quadrinho
Português;7º ano – Unidade 1;pdf_guia_app_fq7_u01.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  mitos;fique, dentro, sugestão, leitura, livros, indicação, mito, lenda
Português;7º ano – Unidade 2;pdf_guia_app_fq7_u02.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  romances de aventura;fique, dentro, sugestão, leitura, livros, indicação, romance, aventura
Português;7º ano – Unidade 3;pdf_guia_app_fq7_u03.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  relatos pessoais;fique, dentro, sugestão, leitura, livros, indicação, relato, pessoal
Português;7º ano – Unidade 4;pdf_guia_app_fq7_u04.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a cuidados com a Terra;fique, dentro, sugestão, leitura, livros, indicação, ambiente, meio, cuidado, ecologia
Português;7º ano – Unidade 5;pdf_guia_app_fq7_u05.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  superação;fique, dentro, sugestão, leitura, livros, indicação, superação, sociedade
Português;7º ano – Unidade 6;pdf_guia_app_fq7_u06.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  avanços tecnológicos;fique, dentro, sugestão, leitura, livros, indicação, avanço, tecnologia, mudança, cidade, urbano, natureza, meio, ambiente
Português;7º ano – Unidade 7;pdf_guia_app_fq7_u07.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  poemas;fique, dentro, sugestão, leitura, livros, indicação, poema
Português;7º ano – Unidade 8;pdf_guia_app_fq7_u08.pdf;;Seção Fique por dentro com sugestões de leituras;fique, dentro, sugestão, leitura, livros, indicação
Português;8º ano – Unidade 1;pdf_guia_app_fq8_u01.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  contos fantásticos;fique, dentro, sugestão, leitura, livros, indicação, conto, fantástico
Português;8º ano – Unidade 2;pdf_guia_app_fq8_u02.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  contos literários;fique, dentro, sugestão, leitura, livros, indicação, conto, literário
Português;8º ano – Unidade 3;pdf_guia_app_fq8_u03.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  relatos de viagem;fique, dentro, sugestão, leitura, livros, indicação, relato, viagem
Português;8º ano – Unidade 4;pdf_guia_app_fq8_u04.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  textos teatrais;fique, dentro, sugestão, leitura, livros, indicação, teatro
Português;8º ano – Unidade 5;pdf_guia_app_fq8_u05.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  ficção científica;fique, dentro, sugestão, leitura, livros, indicação, ficção, científica
Português;8º ano – Unidade 6;pdf_guia_app_fq8_u06.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  jovens e sociedade;fique, dentro, sugestão, leitura, livros, indicação, jovem, sociedade
Português;8º ano – Unidade 7;pdf_guia_app_fq8_u07.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  poemas sociais;fique, dentro, sugestão, leitura, livros, indicação, poema, social
Português;9º ano – Unidade 1;pdf_guia_app_fq9_u01.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a crônicas de humor;fique, dentro, sugestão, leitura, livros, indicação, crônica, humor
Português;9º ano – Unidade 2;pdf_guia_app_fq9_u02.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  ficção científica;fique, dentro, sugestão, leitura, livros, indicação, ficção, científica
Português;9º ano – Unidade 3;pdf_guia_app_fq9_u03.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a violência e paz;fique, dentro, sugestão, leitura, livros, indicação, violência, paz
Português;9º ano – Unidade 4;pdf_guia_app_fq9_u04.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  pontos de vista;fique, dentro, sugestão, leitura, livros, indicação, perspectiva, ponto, vista
Português;9º ano – Unidade 5;pdf_guia_app_fq9_u05.pdf;;Seção Fique por dentro com sugestões de leituras;fique, dentro, sugestão, leitura, livros, indicação
Português;9º ano – Unidade 6;pdf_guia_app_fq9_u06.pdf;;Seção Fique por dentro com sugestões de leituras;fique, dentro, sugestão, leitura, livros, indicação
Português;9º ano – Unidade 7;pdf_guia_app_fq9_u07.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a poemas e prosa poética;fique, dentro, sugestão, leitura, livros, indicação, poema, poética, narrativa, prosa
Português;9º ano – Unidade 8;pdf_guia_app_fq9_u08.pdf;;Seção Fique por dentro com sugestões de leituras relacionadas a  cinema;fique, dentro, sugestão, leitura, livros, indicação, cinema, roteiro, filme
Português;6º ano – Unidade 1;pdf_guia_app_atvsupl6_u01.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 1;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 1
Português;6º ano – Unidade 2;pdf_guia_app_atvsupl6_u02.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 2;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 2
Português;6º ano – Unidade 3;pdf_guia_app_atvsupl6_u03.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 3;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 3
Português;6º ano – Unidade 4;pdf_guia_app_atvsupl6_u04.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 4;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 4
Português;6º ano – Unidade 5;pdf_guia_app_atvsupl6_u05.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 5;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 5
Português;6º ano – Unidade 6;pdf_guia_app_atvsupl6_u06.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 6;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 6
Português;6º ano – Unidade 7;pdf_guia_app_atvsupl6_u07.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 7;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 7
Português;6º ano – Unidade 8;pdf_guia_app_atvsupl6_u08.pdf;;Sugestão de atividade suplementar relacionada ao Volume 6, Unidade 8;sugestão, atividade, suplementar, exercício, leitura, questão, volume 6, unidade 8
Português;7º ano – Unidade 1;pdf_guia_app_atvsupl7_u01.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 1;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 1
Português;7º ano – Unidade 2;pdf_guia_app_atvsupl7_u02.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 2;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 2
Português;7º ano – Unidade 3;pdf_guia_app_atvsupl7_u03.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 3;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 3
Português;7º ano – Unidade 4;pdf_guia_app_atvsupl7_u04.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 4;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 4
Português;7º ano – Unidade 5;pdf_guia_app_atvsupl7_u05.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 5;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 5
Português;7º ano – Unidade 6;pdf_guia_app_atvsupl7_u06.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 6;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 6
Português;7º ano – Unidade 7;pdf_guia_app_atvsupl7_u07.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 7;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 7
Português;7º ano – Unidade 8;pdf_guia_app_atvsupl7_u08.pdf;;Sugestão de atividade suplementar relacionada ao Volume 7, Unidade 8;sugestão, atividade, suplementar, exercício, leitura, questão, volume 7, unidade 8
Português;8º ano – Unidade 1;pdf_guia_app_atvsupl8_u01.pdf;;Sugestão de atividade suplementar relacionada ao Volume 8, Unidade 1;sugestão, atividade, suplementar, exercício, leitura, questão, volume 8, unidade 1
Português;8º ano – Unidade 2;pdf_guia_app_atvsupl8_u02.pdf;;Sugestão de atividade suplementar relacionada ao Volume 8, Unidade 2;sugestão, atividade, suplementar, exercício, leitura, questão, volume 8, unidade 2
Português;8º ano – Unidade 3;pdf_guia_app_atvsupl8_u03.pdf;;Sugestão de atividade suplementar relacionada ao Volume 8, Unidade 3;sugestão, atividade, suplementar, exercício, leitura, questão, volume 8, unidade 3
Português;8º ano – Unidade 4;pdf_guia_app_atvsupl8_u04.pdf;;Sugestão de atividade suplementar relacionada ao Volume 8, Unidade 4;sugestão, atividade, suplementar, exercício, leitura, questão, volume 8, unidade 4
Português;8º ano – Unidade 5;pdf_guia_app_atvsupl8_u05.pdf;;Sugestão de atividade suplementar relacionada ao Volume 8, Unidade 5;sugestão, atividade, suplementar, exercício, leitura, questão, volume 8, unidade 5
Português;8º ano – Unidade 6;pdf_guia_app_atvsupl8_u06.pdf;;Sugestão de atividade suplementar relacionada ao Volume 8, Unidade 6;sugestão, atividade, suplementar, exercício, leitura, questão, volume 8, unidade 6
Português;8º ano – Unidade 7;pdf_guia_app_atvsupl8_u07.pdf;;Sugestão de atividade suplementar relacionada ao Volume 8, Unidade 7;sugestão, atividade, suplementar, exercício, leitura, questão, volume 8, unidade 7
Português;9º ano – Unidade 1;pdf_guia_app_atvsupl9_u01.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 1;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 1
Português;9º ano – Unidade 2;pdf_guia_app_atvsupl9_u02.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 2;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 2
Português;9º ano – Unidade 3;pdf_guia_app_atvsupl9_u03.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 3;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 3
Português;9º ano – Unidade 4;pdf_guia_app_atvsupl9_u04.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 4;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 4
Português;9º ano – Unidade 5;pdf_guia_app_atvsupl9_u05.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 5;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 5
Português;9º ano – Unidade 6;pdf_guia_app_atvsupl9_u06.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 6;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 6
Português;9º ano – Unidade 7;pdf_guia_app_atvsupl9_u07.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 7;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 7
Português;9º ano – Unidade 8;pdf_guia_app_atvsupl9_u08.pdf;;Sugestão de atividade suplementar relacionada ao Volume 9, Unidade 8;sugestão, atividade, suplementar, exercício, leitura, questão, volume 9, unidade 8
Português;Redimensionando a avaliação;pdf_guia_app6_ta_avaliacao.pdf;;Texto de Irandé Antunes sobre a avaliação nas rotinas  do processo de ensino-aprendizagem;avaliação, irandé, antunes, ampliação, prática, pedagógica
Português;Questões envolvidas na análise de textos;pdf_guia_app6_ta_leitura_01.pdf;;Texto de Irandé Antunes sobre a análise de textos;análise, texto, ampliação, prática, pedagógica, irandé, antunes
Português;Leitura, texto e sentido;pdf_guia_app6_ta_leitura_02.pdf;;Texto de Ingedore Koch, Vanda Elias sobre a concepção da leitura , os focos no  autor, no texto e na interação autor-texto-leitor, bem como sobre os objetivos da leitura.;leitura, foco, autor, interação, objetivo, koch, vanda, elias, ingedore
Português;Nem todo uso de língua tem que se pautar pela norma culta;pdf_guia_app6_ta_língua_01.pdf;;Texto de Irandé Antunes sobre variação linguística.;irandé, antunes, variação, linguística, norma, culta, bagno, marcos, preconceito, linguístico
Português;O texto e a gramática;pdf_guia_app6_ta_língua_02.pdf;;Texto de José Carlos de Azeredo sobre gramática e norma padrão da língua;josé, azeredo, gramática, norma, padrão
Português;Explorando a escrita;pdf_guia_app6_ta_producao1.pdf;;Texto de Irandé Antunes sobre a escrita como uma atividade interativa ;irandé, antunes, escrita, interativa, prática,
Português;O que é que se faz quando se analisa um texto?;pdf_guia_app7_ta_leitura_01.pdf;;Texto de Irandé Antunes sobre a análise de texto e as finalidades dessa prática;análise, texto, ampliação, prática, pedagógica, irandé, antunes
Português;Ensino de língua e diversidade;pdf_guia_app7_ta_língua_01.pdf;;Texto de Irandé Antunes sobre a necessidade de se considerar e respeitar a diversidade da língua em diferentes usos e contextos.;irandé, antunes, diversidade, língua, contexto, uso
Português;Gramática e léxico;PDF_guia_app7_ta_língua_02.pdf;;Texto de José Carlos de Azeredo sobre gramático e léxico.;azzeredo, gramática, léxico, categoriazação, categoria, lexical, morfossintaxe, morfosisintática
Português;Noção de gênero textual, tipo textual e domínio discursivo;pdf_guia_app7_ta_produção.pdf;;Texto de Luiz Antônio Marcuschi sobre gêneros e tipo textual e domínio discurisvo.;marcuschi, luiz, antônio, gênero, tipo, texto, textual, domínio, discursivo.
Português;Que textos analisar?;pdf_guia_app8_ta_leitura_01.pdf;;Texto de Irandé Antunes sobre a análise e os cuidados relacoinados à seleção do material a ser analisado.;análise, texto, ampliação, prática, pedagógica, irandé, antunes, cuidado, elementos
Português;Língua e gramática não são a mesma coisa;pdf_guia_app8_ta_língua_01.pdf;;Texto de Irandé Antunes sobre as diferenças entre língua e gramática e seus respectivos estudos.;irandé, antunes, língua, gramática, léxico, ensino
Português;Frase, oração e matriz posicional;pdf_guia_app8_ta_língua_02.pdf;;Texto de José Carlos de Azeredo sobre frase, oração e  matriz posicional;josé, azeredo, gramática, frase, oração, matriz, posicional,
Português;Nada na língua é por acaso: ciência e senso comum na educação em língua materna;pdf_guia_app8_ta_língua_03.pdf;;Texto de Marcos Bagno sobre os fenômenos de variação linguística e mudança  na educação da língua portuguesa;marcos, bagno, variação, linguística, fenômeno, ensino, língua
Português;À luz de que princípios analisar um texto?;pdf_guia_app9_ta_leitura_01.pdf;;Texto de Irandé Antunes sobre os princípios teóricos e práticos que orientam a análise de textos .;irandé, antunes, análise, texto, princípio, prático, teórico, aplicativo
Português;Quanto aos textos;pdf_guia_app9_ta_leitura_02.pdf;;Texto de Irandé Antunes sobre  a seleção e a utilização de texto em análises feitas no processo de ensino-aprendizagem, bem como questões relacionadas a aspectos lexicais e à exploração de fatos gramaticais.;irandé, antunes, texto, análise, seleção, uso, léxico, lexical, gramática
Português;A urgência de explorar a gramática sem equívocos;pdf_guia_app9_ta_língua_01.pdf;;Texto de Irandé Antunes sobre os equívocos relacionados ao estudo do gramática.;irandé, antunes, gramática, estudo, equívoco
Português;A estrutura gramatical: tipos, classes e funções;pdf_guia_app9_ta_língua_02.pdf;;Texto de José Carlos Azeredo sobre as estruturas gramaticais mórficas e sintáticas.;josé, azeredo, estrutura, gramática, sintagma, lexema, morfema, classe, classificação, nominal, verbal, 
Português;O oral como texto: como construir um objeto de ensino;pdf_guia_app9_ta_oralidade.pdf;;Texto de Joaquim Dolz e Bernard Schneuwly sobre  a análise de texto orais no processo de ensino-aprendizagem.;oral, oralidade, ensino, análise, texto, bernard, schneuwly, joaquim, dolz
Português;Bibliografia;pdf_guia_app_bibliografia.pdf;;Bibliografia para professor;bibliografia, professor, manual
Português;Princípios norteadores da coleção;pdf_guia_app_pnc_01.pdf;;Princípios norteadores da coleção;pnc, princípio, norteador, coleção, manual, professor
Português;Estrutura da coleção;pdf_guia_app_ec_01.pdf;;Estrutura da coleção;estrutura, coleção, professor, manual
Português;Orientações suplementares;pdf_guia_app_os_01.pdf;;Orientações ao professor sobre cada unidade da coleção.;unidade, orientação, professor, suplementar, complementar
Ciências;Sudoku Ciências 1;pdf_portal_ahm_atvalu_c01_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, ciências, hábitos, persistir
Ciências;Sudoku Ciências 2;pdf_portal_ahm_atvalu_c02_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, ciências, hábitos, persistir
Ciências;Sudoku Ciências 3;pdf_portal_ahm_atvalu_c03_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, ciências, hábitos, persistir
Ciências;Sudoku Ciências 4;pdf_portal_ahm_atvalu_c04_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, ciências, hábitos, persistir
Ciências;Quebra-cabeça;pdf_portal_ahm_atvdis_c01_ok.pdf;;Sugestão de jogo para ser desenvolvido em grupo pelos alunos. A turma criará diferentes quebra-cabeças com conteúdos aprendidos nas aulas de Ciências. Hábitos da mente: Escutar os outros com atenção e empatia, Pensar e comunicar-se com clareza e Aplicar conhecimentos prévios a novas situações.;quebra, cabeça, atividade, jogo, ciências, hábitos, escutar, atenção, pensar, comunicar,se, clareza, aplicar, conhecimentos
Ciências;Jogo da memória;pdf_portal_ahm_atvdis_c02_ok.pdf;;Sugestão de jogo desenvolvido pelo professor ou pelos próprios alunos. Criação de diferentes duplas de cartas para revisão de conteúdos aprendidos nas aulas. Hábitos da mente: Escutar os outros com atenção e empatia, Pensar e comunicar-se com clareza, Aplicar conhecimentos prévios a novas situações e Assumir riscos com responsabilidade.;jogo, memória, atividade, ciências, hábitos, escutar, atenção, pensar, comunicar,se, clareza, aplicar, conhecimentos, assumir, riscos, responsabilidade
Ciências;Resolução de problemas;pdf_portal_ahm_atvdis_c03_ok.pdf;;Sugestão de atividade desenvolvida pelos próprios alunos. Em grupos, os estudantes criarão questões de Ciências e estruturarão problemas para os colegas resolverem. Hábitos da mente: Escutar os outros com atenção e empatia, Pensar e comunicar-se com clareza, Aplicar conhecimentos prévios a novas situações, Questionar e levantar problemas e Pensar com flexibilidade.;resolução, problemas, atividade, jogo, ciências, hábitos, escutar, atenção, pensar, comunicar,se, clareza, aplicar, conhecimentos, questionar, problemas, flexibilidade
Geografia;Sudoku Geografia 1;pdf_portal_ahm_atvalu_g01_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, geografia, hábitos, persistir
Geografia;Sudoku Geografia 2;pdf_portal_ahm_atvalu_g02_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, geografia, hábitos, persistir
Geografia;Sudoku Geografia 3;pdf_portal_ahm_atvalu_g03_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, geografia, hábitos, persistir
Geografia;Sudoku Geografia 4;pdf_portal_ahm_atvalu_g04_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, geografia, hábitos, persistir
Geografia;Jogo da memória Brasil e mundo;pdf_portal_ahm_atvdis_g01.pdf;;Sugestão de jogo para os alunos analisarem cidades do Brasil e do mundo comparando aspectos econômicos, sociais e políticos. Hábitos da mente: Aplicar conhecimentos prévios a novas situações, Esforçar-se por exatidão e precisão, Pensar e comunicar-se com clareza, Escutar os outros com atenção e empatia, Pensar com flexibilidade e Questionar e levantar problemas.;quebra, cabeça, atividade, jogo, geografia, hábitos, aplicar, conhecimentos, esforçar,se, exatidão, comunicar,se, escutar, atenção, pensar, flexibilidade, questionar, problemas
Geografia;Caça-palavras geográfico;pdf_portal_ahm_atvdis_g02.pdf;;Sugestão de jogo para os alunos fixarem termos e conceitos de fenômenos próprios da Geografia. Hábitos da mente: Assumir riscos com responsabilidade, Questionar e levantar problemas, Pensar com flexibilidade e Persistir.;caça, palavra, atividade, jogo, geografia, hábitos, assumir, riscos, questionar, problemas, pensar, flexibilidade, persistir
Geografia;Forca geográfica;pdf_portal_ahm_atvdis_g03.pdf;;Em grupos, os alunos desenvolverão textos explicando termos ou conceitos da disciplina. O professor escolherá termos utilizados na produção dos alunos para o jogo da forca entre toda a turma. Hábitos da mente: Esforçar-se por exatidão e precisão, Controlar a impulsividade, Pensar com flexibilidade e Persistir.;forca, atividade, jogo, geografia, hábitos, persistir, pensar, flexibilidade, controlar, impulsividade, esforçar,se, exatidão
História;Sudoku História 1;pdf_portal_ahm_atvalu_h01_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, história, hábitos, persistir
História;Sudoku História 2;pdf_portal_ahm_atvalu_h02_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, história, hábitos, persistir
História;Sudoku História 3;pdf_portal_ahm_atvalu_h03_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, história, hábitos, persistir
História;Sudoku História 4;pdf_portal_ahm_atvalu_h04_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, história, hábitos, persistir
História;Palavras cruzadas;pdf_portal_ahm_atvdis_h01.pdf;;Os alunos preencherão blocos de texto relacionando Hábitos da mente a conteúdos de História e depois completarão as palavras cruzadas. Hábitos da mente: Controlar a impulsividade, Persistir e Pensar com flexibilidade.;palavras, cruzadas, atividade, jogo, história, hábitos, controlar, impulsividade, persistir, pensar, flexibilidade
História;Jogo da memória;pdf_portal_ahm_atvdis_h02.pdf;;Em grupos, os alunos relacionarão imagens com seus respectivos significados considerando conceitos ou temas vistos nas aulas. Hábitos da mente: Assumir riscos com responsabilidade, Aplicar conhecimentos prévios a novas situações, Pensar e comunicar-se com clareza, Esforçar-se por exatidão e precisão, Persistir e Escutar os outros com atenção e empatia.;jogo, memória, atividade, história, hábitos, assumir, riscos, aplicar, conhecimentos, pensar, comunicar,se, esforçar,se, exatidão, persistir, escutar, atenção
Matemática;Sudoku Matemática 1;pdf_portal_ahm_atvalu_m01_ok.pdf;;Atividade livre para quem gosta de jogar Sudoku e não resiste a um desafio. Em vez de números, as casas do jogo são completadas com os nove Hábitos e suas respectivas atitudes, para ajudar o aluno a se familiarizar com os Hábitos da mente.;sudoku, atividade, jogo, matemática, hábitos, persistir
